entity_text,label,count
Plutarchus,pers,6
Pleistoanax,pers,6
Pasiphae,pers,6
Peiraeus,pers,6
"_,",scope,6
Alketas,pers,6
Nicomedes,pers,6
Niebuhr,pers,6
Nikomedes,pers,6
225,scope,6
226,scope,6
229,scope,6
Lanassa,pers,6
Latium,work,6
Lamia,loc,6
Quæstor,pers,6
Myronides,pers,6
Neokles,pers,6
Munychion,pers,6
N.H.,work,6
Arkesilaus,pers,6
Aristoxenus,pers,6
Epaphroditus,pers,6
395,scope,6
372,scope,6
Arsaces,pers,6
Lartius,pers,6
Arsames,pers,6
151,scope,6
153,scope,6
Equites,pers,6
Bœotarchs,work,6
Tyndareus,pers,6
Tyrrhenia,loc,6
Larissa,pers,6
Aristratus,pers,6
100,scope,6
Alba,pers,6
102,scope,6
104,scope,6
Cyrene,pers,6
Capitolinus,pers,6
c. 19,scope,6
Nisibis,pers,6
B.C. 47,scope,6
B.C. 48,scope,6
Ilia,pers,6
B.C. 53,scope,6
Iacchus,pers,6
Synalus,pers,6
273,scope,6
277,scope,6
Arpinum,pers,6
Sinis,pers,6
354,scope,6
Ilium,loc,6
Ascalis,pers,6
268,scope,6
269,scope,6
281,scope,6
206,scope,6
224,scope,6
222,scope,6
Alkander,pers,6
Telekleides,pers,6
Hagnon,pers,6
Helenus,pers,6
Helvetii,work,6
364,scope,6
355,scope,6
L. Domitius,pers,6
L,pers,6
374,scope,6
375,scope,6
367,scope,6
Briges,pers,6
Amphiaraus,pers,6
Aristogeiton,pers,6
390,scope,6
Lacedaemonians,pers,6
369,scope,6
331,scope,6
363,scope,6
336,scope,6
Senate-house,work,6
Ariminum,pers,6
107,scope,6
c. 49,scope,6
Mutina,loc,6
Amompharetus,pers,6
Molo,pers,6
Mons Sacer,work,6
Alesia,pers,6
358,scope,6
423,scope,6
416,scope,6
Varus,pers,6
Argives,pers,6
438,scope,6
439,scope,6
126,scope,6
140,scope,6
184,scope,6
Oppius,pers,6
Pylos,loc,6
Numerius,pers,6
Old,work,6
Barsine,pers,6
Minerva,pers,6
Menyllus,pers,6
119,scope,6
111,scope,6
113,scope,6
116,scope,6
Calpurnius Piso,pers,6
Voconius,pers,6
Andromache,pers,6
Rhine,loc,6
231,scope,6
216,scope,6
239,scope,6
240,scope,6
Micipsa,pers,6
Mindarus,pers,6
Britain,loc,6
Eukleidas,pers,6
Eurypon,pers,6
Porcius Cato,pers,6
Olorus,pers,6
Oratore,work,6
Prusias,pers,6
Præcia,pers,6
c. 65,scope,6
212,scope,6
208,scope,6
Gauls,pers,6
Germanicus,pers,6
Teutamus,pers,6
Teos,pers,6
Tertia,pers,6
311,scope,6
341,scope,6
315,scope,6
Astura,loc,6
Sornatius,pers,6
Acron,pers,6
Pansa,pers,6
Bestia,pers,6
Propontis,loc,6
P. Cornelius Scipio,pers,6
Turpillius,pers,6
147,scope,6
149,scope,6
Epitome,work,6
Soloeis,pers,6
348,scope,6
Basilica,work,6
Bacchides,pers,6
c. 7,scope,6
c. 38,scope,6
c. 3,scope,6
Padus,work,6
Carrhæ,pers,6
Cappadocia,work,6
339,scope,6
318,scope,6
176,scope,6
178,scope,6
159,scope,6
Tubero,pers,6
179,scope,6
170,scope,6
187,scope,6
"18, 20",scope,6
Hippolytus,pers,6
Road,work,6
Menekrates,pers,6
Knidus,pers,6
Kitium,loc,6
338,scope,6
Antæus,pers,6
Caius Cæsar,pers,6
Ekdelus,pers,6
Epikurus,pers,6
Ligarius,pers,6
Tarpeia,pers,6
259,scope,6
B.C. 42,scope,6
Antimachus,pers,6
Antioch,loc,6
Melissus,pers,6
Marius Celsus,pers,6
Antony,pers,6
Megabacchus,pers,6
Marcus Brutus,pers,6
Mars,loc,6
Gonatas,pers,6
Philostratus,pers,6
Glaucia,pers,6
198,scope,6
Great,work,6
Philopator,pers,6
Cornelii,pers,6
Saone,work,6
Kalanus,pers,6
Kalauria,loc,6
i. 86,scope,6
Theramenes,pers,6
Ægias,pers,6
Æmilius Lepidus,pers,6
Gorgidas,pers,6
Gorgias,pers,6
Chalkis,pers,6
xlvii,scope,6
Glaukias,pers,6
Glabrio,pers,6
c. 53,scope,6
fifty,scope,6
Phœnicia,loc,6
93,scope,6
303,scope,6
Stilpon,pers,6
Kallimedon,pers,6
Aurelius,pers,6
Spurinna,pers,6
Statilius,pers,6
284,scope,6
Sucro,work,6
99,scope,6
Septimuleius,pers,6
391,scope,6
392,scope,6
407,scope,6
399,scope,6
Erythræan,work,6
139,scope,6
Jerusalem,loc,6
Sura,pers,6
94,scope,6
Pharos,pers,6
Iphikrates,pers,6
Isokrates,pers,6
Pessinus,pers,6
97,scope,6
169,scope,6
Titus Flamininus,pers,6
296,scope,6
260,scope,6
295,scope,6
290,scope,6
292,scope,6
Judæa,loc,6
Marcus Octavius,pers,6
Delium,loc,6
Julius Cæsar,pers,6
Aurelia,pers,6
Tithraustes,pers,6
Titianus,pers,6
"18, 22",scope,6
181,scope,6
xlix.,scope,5
Ædepsus,pers,5
xlix,scope,5
xlii.,scope,5
Soli,pers,5
345,scope,5
346,scope,5
Kleomedes,pers,5
Artemidorus,pers,5
Astyochus,pers,5
Kithæron,loc,5
Kleidemus,pers,5
L. Lucullus,pers,5
Kythera,loc,5
Asinius Pollio,pers,5
Persis,loc,5
Pergamus,pers,5
Philip,loc,5
Pharnakia,pers,5
Patron,pers,5
Philistius,pers,5
Phormio,pers,5
95,scope,5
Corfinium,loc,5
Corfinius,pers,5
Comitium,work,5
i. 5,scope,5
i. 19,scope,5
Cocles,pers,5
Sophax,pers,5
340,scope,5
343,scope,5
344,scope,5
316,scope,5
347,scope,5
Kilikia,loc,5
Kenchreæ,loc,5
320,scope,5
310,scope,5
312,scope,5
313,scope,5
314,scope,5
307,scope,5
302,scope,5
Keos,loc,5
Keos,pers,5
Kephisus,pers,5
309,scope,5
306,scope,5
Corvinus,pers,5
Corcyra,loc,5
i. 12,scope,5
c. 55,scope,5
c. 50,scope,5
fourth,scope,5
Pellene,pers,5
Peloponnesians,loc,5
Phæax,pers,5
Abouletes,pers,5
Pleistarchus,pers,5
Phœnix,pers,5
Pentheus,pers,5
Peisander,pers,5
Peleus,pers,5
356,scope,5
357,scope,5
Artemon,pers,5
Lachares,pers,5
Laconia,pers,5
305,scope,5
308,scope,5
359,scope,5
360,scope,5
361,scope,5
362,scope,5
337,scope,5
366,scope,5
368,scope,5
330,scope,5
332,scope,5
333,scope,5
334,scope,5
335,scope,5
381,scope,5
376,scope,5
377,scope,5
Spain,work,5
327,scope,5
328,scope,5
Kallikrates,pers,5
Cossinus,pers,5
c. 68,scope,5
c. 57,scope,5
c. 66,scope,5
Paullinus,pers,5
c. 4,scope,5
Carmenta,pers,5
Cramer,pers,5
Polemon,pers,5
Pnyx,work,5
Po,loc,5
Po,work,5
Achradina,loc,5
Pontifex Maximus,pers,5
Pontus,work,5
Pompeius Rufus,pers,5
Pompilius,pers,5
Zopyrus,pers,5
Adonis,pers,5
Adrastus,pers,5
Acrocorinthus,work,5
Achæans,pers,5
Parthians,loc,5
Creticus,pers,5
Crixus,pers,5
c. 46,scope,5
c. 23,scope,5
c. 24,scope,5
Campus,work,5
286,scope,5
Stratagem,work,5
289,scope,5
282,scope,5
383,scope,5
Aristomenes,pers,5
Lampsakus,pers,5
283,scope,5
285,scope,5
351,scope,5
378,scope,5
379,scope,5
387,scope,5
388,scope,5
353,scope,5
Laomedon,pers,5
Arrian,pers,5
393,scope,5
385,scope,5
386,scope,5
112,scope,5
118,scope,5
108,scope,5
Zarbienus,pers,5
Dardanus,pers,5
Padus,loc,5
Wyttenbach,pers,5
Xenares,pers,5
Proprætor,work,5
Proserpine,pers,5
P.,work,5
Damascus,loc,5
Damochares,pers,5
Cælius,pers,5
Cape,loc,5
Proconsul,pers,5
Pompædius,pers,5
397,scope,5
398,scope,5
"4,",scope,5
373,scope,5
370,scope,5
371,scope,5
Latinus,pers,5
Sestos,pers,5
Sextius,pers,5
394,scope,5
Sthenis,pers,5
Azoff,loc,5
Sestos,loc,5
Artabanus,pers,5
264,scope,5
294,scope,5
291,scope,5
293,scope,5
266,scope,5
127,scope,5
Diana,pers,5
Demo,pers,5
Demochares,pers,5
Demon,pers,5
Olympias,loc,5
128,scope,5
121,scope,5
Ovidius,pers,5
Ad Diversos,work,5
Caninius,pers,5
114,scope,5
Orobazus,pers,5
Orontes,work,5
Arimnestus,pers,5
267,scope,5
297,scope,5
298,scope,5
270,scope,5
261,scope,5
262,scope,5
263,scope,5
Ares,pers,5
Lesbos,loc,5
424,scope,5
425,scope,5
411,scope,5
Ariovistus,pers,5
Aristoteles,pers,5
Irtius,pers,5
265,scope,5
Strymon,loc,5
135,scope,5
"12,",scope,5
Diopeithes,pers,5
Vespasianus,pers,5
137,scope,5
Onomarchus,pers,5
Dictator,pers,5
Caligula,pers,5
Calends,work,5
Calenus,pers,5
Agis IV.,pers,5
Agora,work,5
Præneste,pers,5
Olympiad,work,5
Aidoneus,pers,5
Agave,pers,5
Ionian,loc,5
Iphitus,pers,5
Issus,loc,5
Judæa,pers,5
Seleukeia,loc,5
Scythia,loc,5
Scipios,pers,5
402,scope,5
"4, 7",scope,5
408,scope,5
Archestratus,pers,5
409,scope,5
401,scope,5
403,scope,5
404,scope,5
405,scope,5
406,scope,5
389,scope,5
150,scope,5
141,scope,5
142,scope,5
144,scope,5
"13, 15",scope,5
Dorylaus,pers,5
Doson,pers,5
Valens,pers,5
Valerius Flaccus,pers,5
Officiis,work,5
Ocean,work,5
157,scope,5
Dioscuri,work,5
Pydna,loc,5
Araxes,loc,5
London,loc,5
Satyrus,pers,5
Sarpedon,pers,5
Archytas,pers,5
428,scope,5
412,scope,5
413,scope,5
Ardea,pers,5
Iberians,pers,5
414,scope,5
415,scope,5
419,scope,5
420,scope,5
421,scope,5
422,scope,5
III,scope,5
278,scope,5
280,scope,5
271,scope,5
272,scope,5
Icelus,pers,5
Cadiz,loc,5
Bœotarch,pers,5
Alkmaeon,pers,5
Nypsius,pers,5
Ebro,work,5
Eckhel,pers,5
Douro,work,5
Nonius,pers,5
Norbanus,pers,5
Nikogenes,pers,5
Caius Antonius,pers,5
Q.,work,5
Pythian,work,5
275,scope,5
276,scope,5
279,scope,5
"28,",scope,5
252,scope,5
253,scope,5
248,scope,5
Lusitania,loc,5
Lucretia,pers,5
249,scope,5
410,scope,5
Iberi,work,5
Hundred,work,5
History of,work,5
454,scope,5
417,scope,5
418,scope,5
Scribonius Curio,pers,5
Bætica,loc,5
158,scope,5
Eudamidas,pers,5
Eretria,loc,5
Tydeus,pers,5
152,scope,5
155,scope,5
156,scope,5
Umbria,loc,5
Nikator,pers,5
Nikomachus,pers,5
Nola,pers,5
Alkmæon,pers,5
Allobroges,work,5
New,work,5
Nikeratus,pers,5
250,scope,5
254,scope,5
255,scope,5
256,scope,5
257,scope,5
258,scope,5
237,scope,5
238,scope,5
Tarentines,pers,5
430,scope,5
434,scope,5
435,scope,5
Araxes,work,5
436,scope,5
437,scope,5
442,scope,5
161,scope,5
166,scope,5
160,scope,5
Bruttii,work,5
Eunomus,pers,5
Eunus,pers,5
165,scope,5
148,scope,5
Turpilianus,pers,5
Bursa,pers,5
164,scope,5
Alykus,pers,5
Amantius,pers,5
Rhenus,work,5
Quirites,pers,5
Apollonia,pers,5
Malea,loc,5
Macedonicus,pers,5
"5, 6",scope,5
432,scope,5
Lysippus,pers,5
Lævinus,pers,5
Macedonians,loc,5
Hippias,pers,5
Sutrium,loc,5
Hippo,pers,5
Tegea,pers,5
Tauromenium,loc,5
Tanagra,loc,5
"24, 30",scope,5
Eurykles,pers,5
Eukleides,pers,5
Bosporus,work,5
Murena,loc,5
Moselle,work,5
Brundusium,pers,5
Munda,loc,5
Minotaur,work,5
Marcius Philippus,pers,5
233,scope,5
234,scope,5
246,scope,5
247,scope,5
219,scope,5
Mamertines,pers,5
Manius Acilius,pers,5
Manius Curius,pers,5
March,work,5
244,scope,5
245,scope,5
213,scope,5
214,scope,5
215,scope,5
217,scope,5
218,scope,5
Fasti,work,5
Boeotians,pers,5
Timagoras,pers,5
Trebatius,pers,5
174,scope,5
171,scope,5
172,scope,5
173,scope,5
175,scope,5
15th,scope,5
Tralles,pers,5
"6, 7",scope,5
Minoa,loc,5
B.C. 81,scope,5
B.C. 60,scope,5
Herodorus,pers,5
227,scope,5
Tempe,loc,5
Hermolaus,pers,5
Antikrates,pers,5
Marphadates,pers,5
Marsyas,pers,5
Marsh,work,5
Marcus Marius,pers,5
223,scope,5
221,scope,5
Sabaco,pers,5
Samothrace,loc,5
494,scope,5
Middleton,pers,5
Ancient Italy,work,5
188,scope,5
189,scope,5
Black,work,5
Mithras,pers,5
180,scope,5
Titinius,pers,5
Fregellæ,pers,5
Fidenae,pers,5
Masistius,pers,5
Massilia,loc,5
Antyllius,pers,5
Anytus,pers,5
Sabines,pers,5
Tarquinius Superbus,pers,5
Tarsus,loc,5
Tatia,pers,5
Rubico,work,5
Antium,pers,5
211,scope,5
209,scope,5
B.C. 78,scope,5
210,scope,5
Thames,work,5
205,scope,5
Halikarnassus,pers,5
Gulf,loc,5
199,scope,5
193,scope,5
194,scope,5
196,scope,5
Melanthius,pers,5
Medea,pers,5
Amphiktyons,work,5
Merula,pers,5
Anio,work,5
Midas,pers,5
Metrobius,pers,5
Thermodon,pers,5
Meyer,pers,5
190,scope,5
Gallic War,work,5
Fulvius Flaccus,pers,5
Timonides,pers,5
192,scope,5
Gordyene,loc,5
Gigis,pers,5
201,scope,5
Goat,work,5
Genthius,pers,5
185,scope,5
186,scope,5
Thurium,loc,5
Meidias,pers,5
Chrysogonus,pers,5
xlviii,scope,5
Chesney,pers,5
Censors,work,5
Cisalpine,work,5
City,work,5
s.v.,scope,5
thirteenth,scope,5
sixteenth,scope,5
317,scope,5
319,scope,5
321,scope,5
323,scope,5
324,scope,5
325,scope,5
326,scope,5
Kleandrides,pers,5
Phalereus,pers,5
ix,scope,5
8-11,scope,5
Persephone,pers,5
Casaubon,pers,5
Clausus,pers,5
i. 16,scope,5
Phernakia,pers,5
twenty-five,scope,5
tenth,scope,5
Æsopus,pers,4
Claudia,pers,4
Cinna,work,4
Centaurs,work,4
viii.,scope,4
Cato Major,work,4
Casaub,pers,4
"1, 22",scope,4
Philomelus,pers,4
"8, 9, 10",scope,4
"8, 9, 11, 13, 15, 18, 23, 29",scope,4
Philadelphus,pers,4
Pharax,pers,4
Phanodemus,pers,4
Persæus,pers,4
"8, 17, 20",scope,4
Pharsalia,work,4
Charimenes,pers,4
Charidemus,pers,4
Philosopher,work,4
Phoenice,loc,4
Philocyprus,pers,4
Plancio,pers,4
Periander,pers,4
Abantidas,pers,4
Phokian,work,4
Peticius,pers,4
ix.,scope,4
i. 6,scope,4
Client,pers,4
p. 527,scope,4
li,scope,4
Cneius,pers,4
Coele-Syria,pers,4
Coponius,pers,4
Aulus,pers,4
Sphettus,pers,4
Kings,work,4
Athos,loc,4
Athenian,work,4
349,scope,4
342,scope,4
L. Licinius Murena,pers,4
eleventh,scope,4
chs,work,4
Corsica,loc,4
i. 110,scope,4
"3,",scope,4
"3, 10,",scope,4
Sphærus,pers,4
Kerameikus,pers,4
568,scope,4
569,scope,4
520,scope,4
Rhœsakes,pers,4
Rhadamanthus,pers,4
Granikus,work,4
Antiphilus,pers,4
Anthemokritus,pers,4
Thermus,pers,4
Thrasea,pers,4
Annius Gallus,pers,4
Annals,work,4
Miltas,pers,4
Anaximenes,pers,4
Androgeus,pers,4
Amphikrates,pers,4
204,scope,4
Gades,loc,4
Tib.,pers,4
Batalus,pers,4
Geradas,pers,4
Gellianus,pers,4
Gauls,loc,4
Thorax,pers,4
Glaucus,pers,4
Bias,pers,4
Berœa,loc,4
Gordyene,pers,4
Geschichte Roms_,work,4
Glaukus,pers,4
Gibraltar,loc,4
Theophilus,pers,4
Rubrius,pers,4
Rullus,pers,4
515,scope,4
STAMFORD,work,4
Romulus,work,4
Romus,pers,4
504,scope,4
518,scope,4
Hanno,pers,4
Gæsatæ,work,4
B.C. 87,scope,4
Herippidas,pers,4
Hekatombeion,pers,4
Hegemon,pers,4
Hekatombæon,loc,4
Telemachus,pers,4
Thessalians,loc,4
Themiskyra,loc,4
Granikus,pers,4
Bedriacum,loc,4
Terentius Varro,pers,4
Telesinus,pers,4
Gæsylus,pers,4
Thapsus,pers,4
Medius,pers,4
Antiochis,pers,4
564,scope,4
Anticato,pers,4
Anticato,work,4
Anthesterion,pers,4
Therykion,pers,4
Thespis,pers,4
Amyklas,pers,4
Amestris,pers,4
Ambitus,pers,4
483,scope,4
484,scope,4
486,scope,4
Marcus Valerius,pers,4
"5, 6,",scope,4
Thrasyllus,pers,4
Bell.,work,4
560,scope,4
565,scope,4
567,scope,4
556,scope,4
Misenum,loc,4
Mikion,pers,4
Timagenes,pers,4
Timandra,pers,4
Floras,pers,4
Fufidius,pers,4
Boedromion,work,4
Furnius,pers,4
France,loc,4
Thurii,loc,4
509,scope,4
"51,",scope,4
Masinissa,pers,4
Matius,pers,4
501,scope,4
Titius,pers,4
Timodemus,pers,4
Timaea,pers,4
Fenestella,pers,4
Falerii,pers,4
Fabius Valens,pers,4
Field of,work,4
Fausta,pers,4
Tithorea,pers,4
499,scope,4
468,scope,4
588,scope,4
582,scope,4
583,scope,4
"16,     17",scope,4
Tribunus Plebis,work,4
Euthymus,pers,4
Fear,pers,4
Felix,pers,4
Hipparete,pers,4
Hipparinus,pers,4
B.C. 57,scope,4
Titus Vinius,pers,4
546,scope,4
596,scope,4
599,scope,4
587,scope,4
Antiocheia,pers,4
228,scope,4
207,scope,4
200,scope,4
Hermon,pers,4
Heræa,pers,4
Herakleitus,pers,4
B.C. 80,scope,4
Munatius Plancus,pers,4
Munatius Rufus,pers,4
Munda,pers,4
Amathus,pers,4
Alexas,pers,4
Myrtilus,pers,4
Mæcenas,pers,4
Bruti,pers,4
Modena,loc,4
Molon,pers,4
Ambrones,work,4
Ameinias,pers,4
Monime,pers,4
Morius,pers,4
Mosa,pers,4
Munychia,pers,4
Aphidnae,loc,4
Aphidnae,pers,4
Antisthenes,pers,4
March,pers,4
241,scope,4
Mithrobarzanes,pers,4
Mitylene,pers,4
Mnemon,pers,4
469,scope,4
493,scope,4
496,scope,4
498,scope,4
Mandrokleidas,pers,4
Mamurius,pers,4
Mantinea,pers,4
Manilia,work,4
605,scope,4
Rhamnus,pers,4
Ravenna,loc,4
586,scope,4
Narbonensis,pers,4
Triumvir,work,4
Triumviri,work,4
Troezene,loc,4
Lucumo,pers,4
Macrobius,pers,4
Madeira,loc,4
Apollokrates,pers,4
Salvius,pers,4
"5, 24",scope,4
Ericius,pers,4
Eros,pers,4
232,scope,4
B.C. 41,scope,4
Hispania,loc,4
Hippitas,pers,4
B.C. 64,scope,4
B.C. 65,scope,4
Lynkeus,pers,4
Lykortas,pers,4
Britomartus,pers,4
Eurydike,pers,4
Eurykleidas,pers,4
Bocchoris,pers,4
Euphrates,loc,4
242,scope,4
243,scope,4
Hermione,pers,4
Alkmena,pers,4
Alban,work,4
Nicopolis,pers,4
Alkæus,pers,4
Akarnania,loc,4
Python,pers,4
Upper,work,4
Utica,pers,4
Tac.,work,4
Tarentum,pers,4
Hoplites,pers,4
Hordeonius,pers,4
251,scope,4
Ialysus,pers,4
Iarbas,pers,4
Alkman,pers,4
479,scope,4
470,scope,4
472,scope,4
Lykus,pers,4
Tarpeia,loc,4
Tarpeius,pers,4
Tarquinia,pers,4
Syrians,loc,4
Trophonius,pers,4
Tullii_,work,4
Tuscany,loc,4
Byzant.,pers,4
Tullus Hostilius,pers,4
Bruttius,pers,4
Euphrantides,pers,4
433,scope,4
Quadrantaria,work,4
615,scope,4
619,scope,4
Nikolaus,pers,4
Agricola,pers,4
Agrigentum,loc,4
Numidia,loc,4
Nymphidia,pers,4
Lucian,pers,4
"25, 26",scope,4
Sybaris,pers,4
Sulpicius Rufus,pers,4
274,scope,4
Domitius Calvinus,pers,4
Vergentorix,pers,4
"6, 10,",scope,4
Scævola,pers,4
446,scope,4
450,scope,4
451,scope,4
Luca,loc,4
Luca,pers,4
Lucanians,pers,4
Lycaonia,loc,4
15-18,scope,4
"14, 15",scope,4
Upper,loc,4
Epirotes,pers,4
Epicharmus,pers,4
Eudemus,pers,4
Eualkus,pers,4
Scæva,pers,4
635,scope,4
OEdipus,pers,4
October,work,4
C. Marius,pers,4
CHARING CROSS,work,4
Dioskuri,work,4
Velia,pers,4
Vaccæi,work,4
Lokris,loc,4
Archon,pers,4
Div.,work,4
602,scope,4
Publicola,pers,4
Publilia,pers,4
6-9,scope,4
634,scope,4
B.C. 52,scope,4
Indian,work,4
Iberians,loc,4
427,scope,4
Liris,work,4
Limnus,pers,4
Libyssa,pers,4
Aras,loc,4
Edessa,loc,4
Egeria,pers,4
Egesta,pers,4
England,loc,4
Elis,pers,4
Tænarus,pers,4
Brutus Albinus,pers,4
Epidamnus,pers,4
Agnus,pers,4
Aemilia,pers,4
Prytanis,pers,4
Prokles,pers,4
Prometheus,pers,4
Onomastic,work,4
131,scope,4
Veturius,pers,4
Iolaus,pers,4
Italus,pers,4
Olympiodorus,pers,4
Omestes,pers,4
Od.,work,4
Orator,work,4
Aithra,pers,4
Agiatis,pers,4
Argyraspids,work,4
429,scope,4
Sempronius,pers,4
Scotussa,loc,4
Libyan,work,4
B.C. 40,scope,4
Illyrians,loc,4
Islands,loc,4
Valentia,loc,4
145,scope,4
Velitrae,loc,4
Drakon,pers,4
September,scope,4
Archidamia,pers,4
Seneca,pers,4
Argyraspids,pers,4
Ostanes,pers,4
Aegina,pers,4
Demaretus,pers,4
Decimus,pers,4
129,scope,4
Volscians,pers,4
Caius Octavius,pers,4
"13,",scope,4
Daisius,pers,4
Danube,work,4
628,scope,4
Publius Clodius,pers,4
636,scope,4
"Otho,",pers,4
Oudendorp,pers,4
Oricum,loc,4
League,work,4
Leake,pers,4
Leo,pers,4
Leokrates,pers,4
Leon,pers,4
Areopagus,pers,4
Libo,pers,4
Segontia,loc,4
Dion Cassius,work,4
Vespasian,pers,4
Islands,work,4
Sun,pers,4
Junius,pers,4
July,scope,4
July,work,4
Ariaspes,pers,4
Zakynthus,loc,4
Zakynthus,pers,4
Westphal,pers,4
Cape,work,4
"11,",scope,4
Daimachus,pers,4
Lacedæmonian,loc,4
Artemisium,pers,4
Daedalus,pers,4
Pro Lege Manilia,work,4
Oxyartes,pers,4
P. Cornelius,pers,4
Propontis,work,4
Paccianus,pers,4
Palatium,work,4
Palestine,loc,4
Arsikas,pers,4
Silenus,pers,4
Sillakes,pers,4
Shield,work,4
Sicinius,pers,4
Sicinnius,pers,4
396,scope,4
"11, 19",scope,4
Demokles,pers,4
Deukalion,pers,4
B.C. 131,scope,4
Kabeira,loc,4
Kabeira,pers,4
Stolo,pers,4
Stephanus,pers,4
Sequani,work,4
Pomponia,pers,4
Polykleitus,pers,4
acropolis,loc,4
"11, 15",scope,4
Crassianus,pers,4
Corinthians,loc,4
Coriolanus,work,4
Corioli,pers,4
Pan,pers,4
Adrianus,pers,4
Achaicus,pers,4
Academia,work,4
Patara,loc,4
Patrobius,pers,4
Part,scope,4
Pompilia,pers,4
Katana,pers,4
Kallinikus,pers,4
c. 27,scope,4
Curule,pers,4
Adria,loc,4
Acilius,pers,4
Acilius Glabrio,pers,4
Papiria,pers,4
350,scope,4
352,scope,4
382,scope,4
384,scope,4
Lauron,pers,4
Lamponius,pers,4
"3, 21",scope,4
288,scope,4
Perioeki,pers,4
Pindarus,pers,4
Phthia,pers,4
ch,work,4
c. 61,scope,4
c. 62,scope,4
c. 51,scope,4
fifth,scope,4
Kaunus,pers,4
380,scope,4
Arpinum,loc,4
Patron,work,4
Patræ,loc,4
Acarnania,loc,4
Peninsula,loc,4
Pella,pers,4
Crassinius,pers,4
Cossus,pers,4
Cumæ,loc,4
c. 59,scope,4
Cyclades,work,4
Kaphisias,pers,4
Kallistratus,pers,4
Kantharus,pers,4
Pixodarus,pers,4
Pontifex,work,4
Polyxenus,pers,4
Polygnotus,pers,4
Achæa,pers,4
Ad Atticum,work,4
c. 72,scope,4
c. 39,scope,4
xv,scope,4
xiv.,scope,4
thirty-three,scope,4
thirty,scope,4
Ædiles,pers,4
Æakus,pers,4
xvi,scope,4
Charmion,pers,4
Korrhagus,pers,4
Sophocles,pers,4
Soranus,pers,4
Skedasus,pers,4
Spartans,pers,4
Attius,pers,4
329,scope,4
Chalkedon,loc,4
Kleonike,pers,4
Knakion,pers,4
Knidos,pers,4
Kleander,pers,4
Atilia,pers,4
Atilius,pers,4
Kunaxa,pers,4
Koronea,loc,4
Periphoretus,pers,4
Pharos,work,4
Kychreus,pers,4
Kylon,pers,4
Asiaticus,pers,4
Askalon,pers,4
Asklepiades,pers,4
Artemisium,loc,4
524,scope,4
526,scope,4
Merivale,pers,4
Menas,pers,4
Menedemus,pers,4
Thurii,pers,4
Thyrsus,pers,4
Thêbê,pers,4
. 83,scope,4
Chaldæans,pers,4
505,scope,4
Romans,pers,4
Rhodes,pers,4
542,scope,4
Menekleides,pers,4
536,scope,4
Ænus,pers,4
Chæroneia,pers,4
Cilicia,work,4
1,scope,4
palæstra,work,4
Chalkedon,pers,4
Chalkidike,pers,4
Celeres,pers,4
Chersonese,loc,4
ninth,scope,4
i. 87,scope,4
Kleisthenes,pers,4
Kleitomachus,pers,4
Chalkus,pers,4
Æsculapius,pers,4
Æneas,pers,4
", 4",scope,3
Ædiles,work,3
Ægeus,pers,3
Ædile,pers,3
x. 28,scope,3
xlv.,scope,3
xv.,scope,3
xiv,scope,3
xliv.,scope,3
xlvii.,scope,3
. 63,scope,3
.,date,3
Chalkaspides,work,3
Ceninetes,work,3
Censor,pers,3
Chlidon,pers,3
Chrysippus,pers,3
s.v,scope,3
prytaneum,work,3
sixteenth day,scope,3
phalanx,work,3
Cato,loc,3
Cato Minor,loc,3
City-taker,work,3
Circæum,loc,3
Cinna,loc,3
Cingonius,pers,3
Chersonesus,loc,3
Chersonesus,pers,3
Chersonesus,work,3
Cermalus,pers,3
", iii.",scope,3
"9, 10",scope,3
Pharsalia,pers,3
Phaselis,pers,3
Phasis,work,3
Pheidon,pers,3
Phaia,pers,3
Colline,work,3
p. 316,scope,3
notes,scope,3
li.,scope,3
lib.,scope,3
i. Numa,scope,3
Chæron,pers,3
Charybdis,pers,3
Catana,loc,3
Comitia,work,3
Concord,work,3
Constantinople,loc,3
Cnæus Cornelius,pers,3
Considius,pers,3
Colchis,loc,3
Colchis,pers,3
Abas,work,3
Abdera,pers,3
Phokians,pers,3
Phorbas,pers,3
Philippi,pers,3
Philippics,pers,3
Philippics,work,3
Cassius Longinus,pers,3
Arybas,pers,3
Lacedæmonium,work,3
Laius,pers,3
Labyrinth,loc,3
L. Valerius Flaccus,pers,3
Labici,pers,3
Labyrinth,work,3
Lacedaemon,loc,3
Kebalinus,pers,3
Keramicus,pers,3
Keraunus,pers,3
Kephisus,work,3
Kerasus,pers,3
"3, 13",scope,3
Sphragitides,pers,3
Arrhenides,pers,3
Kreon,pers,3
Krimesus,pers,3
Sophanes,pers,3
Augur,work,3
Augurs,pers,3
Kirrha,pers,3
Kenchreæ,pers,3
Kephisodorus,pers,3
Kleokritus,pers,3
Athenæus,pers,3
Kleophantus,pers,3
Asopus,pers,3
Artaxas,pers,3
L. Julius Cæsar,pers,3
L. Antonius,pers,3
Kyniske,pers,3
Sisymithres,pers,3
Sikinnus,pers,3
Lacedaemonius,pers,3
Lemnos,loc,3
Lektum,loc,3
Laodike,pers,3
Laphystius,pers,3
Arruntius,pers,3
Lampon,pers,3
Langobritæ,work,3
Lachartus,pers,3
Skepsis,pers,3
Socrates,pers,3
Skirus,pers,3
Skotussa,loc,3
Sisenna,pers,3
Justitium,work,3
